"DATA DE RESULTADO DA COMPRA";"DATA DE ABERTURA";"ORGÃO SUPERIOR LICITANTE";"ÓRGÃO / ENTIDADE VINCULADA LICITANTE";"UNIDADE GESTORA";"SITUAÇÃO";"MODALIDADE DA LICITAÇÃO";"INSTRUMENTO LEGAL DE CONTRATAÇÃO";"NÚMERO DA LICITAÇÃO";
"04/04/2024";"05/02/2024";"Ministério da Defesa";"Comando do Exército";"BASE ADM DO COMPLEXO DE SAUDE DO RJ";"Divulgado";"Pregão - Registro de Preço";"Sem informação";"00048/2023";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"Encerrado";"Dispensa de Licitação";"Sem informação";"90075/2024";
"04/04/2024";"11/03/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFMA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90021/2024";
"04/04/2024";"05/02/2024";"Ministério da Defesa";"Comando da Marinha";"HOSPITAL NAVAL DE BELEM";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00008/2023";
"04/04/2024";"16/10/2023";"Ministério da Defesa";"Comando da Marinha";"DELEG.CAPITANIA PORTOS EM ILHEUS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00002/2023";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"Encerrado";"Dispensa de Licitação";"Sem informação";"90072/2024";
"04/04/2024";"18/03/2024";"Ministério da Educação";"Fundação Universidade Federal do Pampa";"FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90008/2024";
"04/04/2024";"06/03/2024";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE INSTRUCAO ALMIRANTE GRACA ARANHA";"Publicado";"Pregão";"Sem informação";"00010/2023";
"04/04/2024";"19/03/2024";"Ministério da Defesa";"Comando da Marinha";"BASE FLUVIAL DE LADARIO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90005/2024";
"04/04/2024";"04/03/2024";"Ministério da Defesa";"Comando do Exército";"10 BATALHAO LOGISTICO";"Evento de Suspensão Publicado";"Pregão";"Sem informação";"00012/2023";
"04/04/2024";"20/02/2024";"Ministério da Educação";"Instituto Federal do Piauí";"INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90002/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"Encerrado";"Dispensa de Licitação";"Sem informação";"90047/2024";
"04/04/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Encerrado";"Dispensa de Licitação";"Sem informação";"90092/2024";
"04/04/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Encerrado";"Dispensa de Licitação";"Sem informação";"90091/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"Encerrado";"Dispensa de Licitação";"Sem informação";"90065/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"Encerrado";"Dispensa de Licitação";"Sem informação";"90032/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"Encerrado";"Dispensa de Licitação";"Sem informação";"90066/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"Encerrado";"Dispensa de Licitação";"Sem informação";"90067/2024";
"04/04/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFMA";"Encerrado";"Dispensa de Licitação";"Contrato";"90012/2024";
"04/04/2024";"19/03/2024";"Ministério das Relações Exteriores";"Ministério das Relações Exteriores - Unidades com vínculo direto";"COORDENACAO-GERAL DE RECURSOS LOGISTICOS";"Evento de Alteração Publicado";"Pregão";"Sem informação";"90001/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"BASE ADMINISTRATIVA DA GUARNICAO DE JP";"Encerrado";"Dispensa de Licitação";"Contrato";"90004/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FMCE";"Encerrado";"Dispensa de Licitação";"Sem informação";"90023/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"Encerrado";"Dispensa de Licitação";"Sem informação";"90073/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"00021/2023";
"04/04/2024";"26/02/2024";"Ministério da Defesa";"Comando da Aeronáutica";"SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO";"Publicado";"Pregão";"Sem informação";"90003/2024";
"04/04/2024";"29/09/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"HOSPITAL FEDERAL DO ANDARAI";"Publicado";"Pregão";"Sem informação";"00012/2023";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"HOSPITAL MILITAR DE AREA DE SAO PAULO";"Publicado";"Inexigibilidade de Licitação";"Sem informação";"90001/2024";
"04/04/2024";"19/03/2024";"Ministério da Defesa";"Comando do Exército";"COMANDO DA 12 BRIG.DE INFANT.LEVE (AEROMOVEL)";"Publicado";"Pregão";"Sem informação";"00008/2023";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando da Aeronáutica";"BASE AEREA DE CAMPO GRANDE";"Publicado";"Inexigibilidade de Licitação";"Sem informação";"90003/2024";
"04/04/2024";"06/02/2024";"Ministério da Agricultura, Pecuária e Abastecimento";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/GO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00008/2023";
"04/04/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DAS CLINICAS DA UFMG";"Encerrado";"Dispensa de Licitação";"Sem informação";"90090/2024";
"04/04/2024";"04/04/2024";"Ministério da Defesa";"Comando do Exército";"HOSPITAL MILITAR DE AREA DE RECIFE";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90003/2024";
"04/04/2024";"04/04/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INSTITUTO NACIONAL DO CANCER - RJ";"Publicado";"Pregão - Registro de Preço";"Sem informação";"91020/2024";
"04/04/2024";"08/03/2024";"MINISTERIO DO TRABALHO E EMPREGO";"MINISTERIO DO TRABALHO E EMPREGO";"SERVIÇO SOCIAL DO COMÉRCIO - SESC MG";"Divulgado";"Pregão";"Sem informação";"90020/2024";
"04/04/2024";"19/02/2024";"Ministério da Defesa";"Comando do Exército";"COMANDO/1A BRIGADA DE INFANTARIA DE SELVA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00042/2023";
"04/04/2024";"11/12/2023";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE LAGOA SANTA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00055/2023";
"04/04/2024";"27/02/2024";"Ministério da Agricultura, Pecuária e Abastecimento";"Instituto Nacional de Colonização e Reforma Agrária";"SUPERINTEND. REGIONAL DE MAT0 GROSSO - SR(MT)";"Publicado";"Pregão";"Sem informação";"90001/2024";
"04/04/2024";"29/09/2023";"Ministério da Defesa";"Comando do Exército";"17º BATALHAO LOGISTICO LEVE-MONTANHA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00013/2023";
"04/04/2024";"Sem informação";"Ministério da Educação";"Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"CENTRO FED.DE EDUC.TECNOL.CELSO S.DA FONSECA";"Encerrado";"Dispensa de Licitação";"Contrato";"90001/2024";
"04/04/2024";"03/04/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DE LAGARTO";"Publicado";"Pregão";"Sem informação";"90002/2024";
"04/04/2024";"03/01/2024";"Ministério da Justiça e Segurança Pública";"Ministério da Justiça e Segurança Pública - Unidades com vínculo direto";"COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ";"Evento de Adiamento Publicado";"Pregão";"Sem informação";"00017/2023";
"04/04/2024";"04/04/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"EBSERH CHC-UFPR";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90015/2024";
"04/04/2024";"15/09/2023";"Ministério da Educação";"Universidade Federal do Rio de Janeiro";"HOSPITAL UNIVERSITARIO DA UFRJ";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00050/2023";
"04/04/2024";"14/03/2024";"Ministério da Defesa";"Comando do Exército";"BASE ADM DO COMPLEXO DE SAUDE DO RJ";"Divulgado";"Pregão - Registro de Preço";"Sem informação";"00070/2023";
"04/04/2024";"04/04/2024";"Ministério da Educação";"Universidade Federal da Bahia";"COMPLEXO HOSPITALAR E DE SAUDE DA UFBA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90002/2024";
"04/04/2024";"15/12/2023";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DO DISTRITO FED";"Publicado";"Pregão";"Sem informação";"00117/2023";
"04/04/2024";"19/03/2024";"Ministério do Trabalho e Emprego";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"SENAC - ADMINISTRACAO REGIONAL EM M. GERAIS";"Evento de Adiamento Divulgado";"Pregão";"Sem informação";"90008/2024";
"04/04/2024";"05/12/2023";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"HOSPITAL FEDERAL DE IPANEMA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00046/2023";
"04/04/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFSC";"Encerrado";"Dispensa de Licitação";"Sem informação";"90109/2024";
"04/04/2024";"04/04/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DE SANTA MARIA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90015/2024";
"04/04/2024";"27/03/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90011/2024";
"04/04/2024";"15/03/2024";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"MUSEU PARAENSE EMILIO GOELDI";"Evento de Retificação Publicado";"Pregão";"Contrato";"90001/2024";
"04/04/2024";"27/12/2023";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DO DISTRITO FED";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00128/2023";
"04/04/2024";"29/02/2024";"Ministério da Educação";"Universidade Federal da Bahia";"COMPLEXO HOSPITALAR E DE SAUDE DA UFBA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90003/2024";
"04/04/2024";"19/03/2024";"Ministério da Justiça e Segurança Pública";"Fundo Penitenciário Nacional";"DEPEN - DIRETORIA EXECUTIVA";"Publicado";"Pregão";"Sem informação";"90014/2024";
"04/04/2024";"01/02/2024";"Advocacia-Geral da União";"Advocacia-Geral da União - Unidades com vínculo direto";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"Evento de Adiamento Publicado";"Pregão";"Sem informação";"90003/2024";
"04/04/2024";"28/03/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - ARAGUAIA";"Publicado";"Pregão";"Sem informação";"90003/2024";
"04/04/2024";"22/02/2024";"Ministério de Minas e Energia";"Indústrias Nucleares do Brasil";"INDUSTRIAS NUCLEARES DO BRASIL S/A - INB";"Publicado";"Pregão";"Sem informação";"91012/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV";"Encerrado";"Dispensa de Licitação";"Sem informação";"90017/2024";
"04/04/2024";"18/03/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - ALTO SOLIMOES";"Publicado";"Pregão";"Sem informação";"90001/2024";
"04/04/2024";"25/03/2024";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FI";"Divulgado";"Pregão - Registro de Preço";"Sem informação";"90006/2024";
"04/04/2024";"04/04/2024";"Ministério da Educação";"Universidade Federal do Rio Grande do Norte";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"Evento de Suspensão Publicado";"Pregão";"Sem informação";"00016/2023";
"04/04/2024";"19/03/2024";"Ministério da Defesa";"Comando do Exército";"HOSPITAL DE GUARNICAO DE FLORIANOPOLIS";"Publicado";"Pregão";"Sem informação";"90001/2024";
"04/04/2024";"25/03/2024";"Ministério da Educação";"Universidade Federal do Rio Grande do Sul";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90019/2024";
"04/04/2024";"20/02/2024";"Ministério da Defesa";"Comando do Exército";"HOSPITAL MILITAR DE AREA DE RECIFE";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00049/2023";
"04/04/2024";"12/03/2024";"Ministério da Economia";"Instituto de Pesquisa Econômica Aplicada";"INSTITUTO DE PESQUISA ECONOMICA APLICADA";"Publicado";"Pregão";"Contrato";"90004/2024";
"04/04/2024";"05/02/2024";"Ministério da Defesa";"Ministério da Defesa - Unidades com vínculo direto";"HOSPITAL DAS FORCAS ARMADAS";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"90002/2024";
"04/04/2024";"18/08/2023";"MINISTERIO DO TRABALHO E EMPREGO";"MINISTERIO DO TRABALHO E EMPREGO";"SERVIÇO SOCIAL DO COMÉRCIO - SESC MG";"Divulgado";"Pregão";"Sem informação";"00065/2023";
"04/04/2024";"21/03/2024";"Ministério da Educação";"Instituto Federal de São Paulo";"INSTITUTO FEDERAL DE SAO PAULO";"Publicado";"Pregão";"Contrato";"90620/2024";
"04/04/2024";"26/03/2024";"Ministério do Meio Ambiente";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"IBAMA - SUPERINTENDENCIA DE SANTA CATARINA/SC";"Evento de Resultado de Julgamento Publicado";"Pregão";"Sem informação";"90001/2024";
"04/04/2024";"18/03/2024";"Ministério da Educação";"Universidade Federal de Goiás";"UNIVERSIDADE FEDERAL DE GOIAS";"Publicado";"Pregão";"Sem informação";"90002/2024";
"04/04/2024";"01/03/2024";"Tribunal de Contas da União";"Tribunal de Contas da União - Unidades com vínculo direto";"PROJETO DE APOIO A MODERNIZACAO/TCU";"Divulgado";"Pregão";"Sem informação";"90015/2024";
"04/04/2024";"23/02/2024";"Ministério da Educação";"Instituto Federal Baiano";"INSTITUTO FEDERAL BAIANO - CAMPUS ITAPETINGA";"Evento de Suspensão Publicado";"Pregão - Registro de Preço";"Sem informação";"90000/2024";
"04/04/2024";"05/02/2024";"Tribunal de Contas da União";"Tribunal de Contas da União - Unidades com vínculo direto";"PROJETO DE APOIO A MODERNIZACAO/TCU";"Divulgado";"Pregão";"Sem informação";"90007/2024";
"04/04/2024";"01/04/2024";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE S J CAMPOS";"Publicado";"Pregão";"Contrato";"90017/2024";
"04/04/2024";"19/03/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO LAURO WANDERLEY";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90008/2024";
"04/04/2024";"15/03/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90015/2024";
"04/04/2024";"28/09/2023";"Ministério da Defesa";"Comando do Exército";"HOSPITAL MILITAR DE AREA DE RECIFE";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00016/2023";
"04/04/2024";"22/03/2024";"Ministério da Educação";"Instituto Federal de São Paulo";"INSTITUTO FEDERAL DE SAO PAULO";"Publicado";"Pregão";"Sem informação";"90215/2024";
"04/04/2024";"Sem informação";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFSC";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90032/2024";
"04/04/2024";"11/01/2024";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DO DISTRITO FED";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00124/2023";
"04/04/2024";"24/01/2024";"Ministério da Defesa";"Comando do Exército";"GABINETE DO COMANDANTE DO EXERCITO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00002/2023";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV";"Encerrado";"Dispensa de Licitação";"Sem informação";"90023/2024";
"04/04/2024";"20/03/2024";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV";"Divulgado";"Pregão - Registro de Preço";"Sem informação";"90002/2024";
"04/04/2024";"19/02/2024";"Ministério da Defesa";"Comando do Exército";"17º BATALHAO LOGISTICO LEVE-MONTANHA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00004/2023";
"04/04/2024";"25/09/2023";"Ministério da Defesa";"Comando do Exército";"CENTRO TECNOLOGICO DO EXERCITO";"Publicado";"Pregão";"Sem informação";"00011/2023";
"04/04/2024";"02/04/2024";"Ministério da Economia";"Serviço Federal de Processamento de Dados";"SERPRO - SEDE - BRASILIA";"Divulgado";"Pregão";"Sem informação";"90091/2024";
"04/04/2024";"04/03/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"MATERNIDADE ESCOLA JANUARIO CICCO";"Publicado";"Pregão";"Sem informação";"90001/2024";
"04/04/2024";"05/12/2023";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DO RIO DE JANEIRO";"Evento de Adiamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00098/2023";
