"DATA ASSINATURA CONTRATO";"DATA PUBLICAÇÃO DOU";"DATA INÍCIO VIGÊNCIA";"DATA FIM VIGÊNCIA";"ORGÃO SUPERIOR CONTRATANTE";"ÓRGÃO / ENTIDADE VINCULADA CONTRATANTE";"UNIDADE GESTORA CONTRATANTE";"FORMA DE CONTRATAÇÃO";"GRUPO DE OBJETO DE CONTRATAÇÃO";"NÚMERO DO CONTRATO";"NOME DO FORNECEDOR";"CPF / CNPJ DO FORNECEDOR";"SITUAÇÃO";"VALOR CONTRATADO";
"05/01/2024";"26/01/2024";"05/01/2024";"05/06/2024";"Ministério da Educação";"Fundação Universidade de Brasília";"FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"Dispensa de Licitação";"Serviços";"13027/2023";"FUNDACAO DE EMPREENDIMENTOS CIENTIFICOS E TECNOLOGICOS";"37.116.704/0001-34";"Não se aplica";"3.291.504,15";
"07/03/2024";"14/03/2024";"07/03/2024";"07/03/2025";"Ministério da Educação";"Instituto Federal de Roraima";"INST.FED.RORAIMA - CAMPUS NOVO PARAISO";"Pregão - Registro de Preço";"Bens patrimoniais";"00003/2024";"BELLATRIX VEICULOS E SERVICOS LTDA";"49.422.071/0001-71";"Não se aplica";"3.300.000,00";
"18/04/2024";"19/04/2024";"18/04/2024";"18/04/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"Pregão - Registro de Preço";"Outros";"00146/2024";"BLAU FARMACEUTICA S.A.";"58.430.828/0001-60";"Não se aplica";"3.315.188,52";
"28/02/2024";"01/03/2024";"01/03/2024";"27/11/2025";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"MATERNIDADE CLIMERIO DE OLIVEIRA";"Dispensa de Licitação";"Outros";"00001/2024";"E. R. P. DE OLIVEIRA COMERCIO DE INFORMATICA E SERVICO DE APOIO ADMINISTRATIVO L";"10.927.661/0001-10";"Não se aplica";"3.326.359,36";
"01/02/2024";"05/02/2024";"01/02/2024";"01/02/2025";"Ministério da Educação";"Universidade Federal de Roraima";"UNIVERSIDADE FEDERAL DE RORAIMA";"Pregão";"Serviços";"00003/2024";"AJ REFEICOES LTDA";"10.539.197/0001-95";"Não se aplica";"3.330.164,00";
"01/02/2024";"02/02/2024";"01/02/2024";"01/02/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"Pregão - Registro de Preço";"Materiais";"00039/2024";"QIAGEN BIOTECNOLOGIA BRASIL LTDA.";"01.334.250/0003-92";"Não se aplica";"3.340.480,00";
"01/03/2024";"07/03/2024";"04/03/2024";"04/07/2026";"Ministério da Educação";"Instituto Federal do Ceará";"CAMPUS MARANGUAPE/IFCE";"Dispensa de Licitação";"Serviços";"00011/2024";"FUNDACAO DE APOIO AO ENSINO, A PESQUISA E A EXTENSAO DO INSTITUTO FEDERAL DE EDU";"27.652.712/0001-41";"Não se aplica";"3.347.501,00";
"19/02/2024";"21/02/2024";"19/02/2024";"19/02/2029";"Controladoria-Geral da União";"Controladoria-Geral da União - Unidades com vínculo direto";"COORD-GERAL LICITACAO, CONT.E DOCUMENTACAO";"Pregão";"Bens patrimoniais";"00001/2024";"DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA";"03.535.902/0001-10";"Não se aplica";"3.349.000,00";
"08/02/2024";"09/02/2024";"08/02/2024";"08/02/2025";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE INTENDENCIA TECNOLOGICO DA MARINHA";"Pregão - Registro de Preço";"Outros";"00143/2022";"MERU VIAGENS LTDA";"09.215.207/0001-58";"Não se aplica";"3.377.015,35";
"12/03/2024";"21/03/2024";"15/03/2024";"26/06/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"EBSERH HC-UFPE";"Dispensa de Licitação";"Outros";"00002/2024";"ARGUS SERVICOS GERAIS LTDA";"04.791.213/0001-30";"Não se aplica";"3.381.797,28";
"02/04/2024";"04/04/2024";"03/04/2024";"03/04/2025";"Ministério do Desenvolvimento Regional";"Agência Nacional de Águas";"AGENCIA NACIONAL DE AGUAS E SANEAMENTO BASICO";"Sem Informação";"Outros";"00008/2024";"G4F SOLUCOES CORPORATIVAS LTDA";"07.094.346/0001-45";"Não se aplica";"3.387.901,56";
"07/02/2024";"28/02/2024";"07/02/2024";"31/05/2025";"Ministério da Educação";"Universidade Federal do Ceará";"UNIVERSIDADE FEDERAL DO CEARA";"Concorrência";"Outros";"00010/2024";"MVP ENGENHARIA E CONSTRUCAO LTDA";"19.503.944/0001-00";"Não se aplica";"3.390.768,36";
"15/02/2024";"22/02/2024";"15/02/2024";"12/08/2024";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"Pregão - Registro de Preço";"Bens patrimoniais";"00050/2024";"SIGA COMERCIO ATACADISTA DE PRODUTOS HOSPITALARES LTDA";"29.396.682/0001-85";"Não se aplica";"3.391.285,72";
"09/01/2024";"10/01/2024";"09/01/2024";"09/04/2025";"Ministério da Educação";"Universidade Federal do Espírito Santo";"UNIVERSIDADE FEDERAL DO ESPIRITO SANTO";"Pregão";"Obras";"00066/2023";"GGH ASCENSORES LTDA";"29.081.505/0001-00";"Não se aplica";"3.416.000,00";
"03/01/2024";"04/01/2024";"03/01/2024";"12/06/2026";"Ministério da Educação";"Fundação Universidade de Brasília";"FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"Dispensa de Licitação";"Serviços";"14095/2023";"FUNDACAO DE APOIO A PESQUISA";"00.799.205/0001-89";"Não se aplica";"3.418.664,00";
"01/02/2024";"05/02/2024";"22/02/2024";"22/02/2025";"Ministério do Meio Ambiente";"Instituto Chico Mendes de Conservação da Biodiversidade";"INST.CHICO MENDES DE CONS. DA BIO.TERESOPOLIS";"Pregão - Registro de Preço";"Serviços";"00001/2024";"SEMPRE ALERTA AGENCIAMENTO DE MAO-DE-OBRA E SERVICOS GERAIS LTDA";"03.470.083/0001-70";"Não se aplica";"3.430.797,12";
"20/02/2024";"22/02/2024";"21/02/2024";"20/06/2024";"Ministério da Educação";"Fundação Universidade Federal do Acre";"FUNDACAO UNIVERSIDADE FEDERAL DO ACRE";"Sem Informação";"Outros";"00020/2024";"FUNDACAO DE APOIO E DESENVOLVIMENTO AO ENSINO, PESQUISA E EXTENSAO UNIVERSITARIA";"02.646.829/0001-91";"Não se aplica";"3.441.300,00";
"15/02/2024";"23/02/2024";"15/02/2024";"09/01/2025";"Ministério da Educação";"Universidade Federal do Ceará";"UNIVERSIDADE FEDERAL DO CEARA";"Concorrência";"Outros";"00017/2024";"PLANA EDIFICACOES LTDA";"05.346.248/0001-22";"Não se aplica";"3.444.391,31";
"04/01/2024";"29/02/2024";"04/01/2024";"04/06/2025";"Ministério da Educação";"Universidade Federal de Viçosa";"UNIVERSIDADE FEDERAL DE VICOSA";"Concorrência";"Outros";"00174/2023";"ANDRADE & RODRIGUES ENGENHARIA LTDA";"03.398.416/0001-06";"Não se aplica";"3.457.538,21";
"20/03/2024";"21/03/2024";"20/03/2024";"20/03/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"Sem Informação";"Outros";"00102/2024";"ECO DIAGNOSTICA LTDA";"14.633.154/0002-06";"Não se aplica";"3.461.454,00";
"16/02/2024";"20/02/2024";"26/02/2024";"26/02/2025";"Ministério da Defesa";"Ministério da Defesa - Unidades com vínculo direto";"CENTRO GESTOR OP. SISTEMA PROTECAO AMAZONIA";"Pregão";"Serviços";"00013/2024";"PPA COMERCIAL LTDA";"84.540.905/0001-44";"Não se aplica";"3.466.035,57";
"01/03/2024";"07/03/2024";"01/03/2024";"01/03/2025";"Ministério da Defesa";"Comando da Marinha";"BASE NAVAL DA ILHA DAS COBRAS";"Pregão - Registro de Preço";"Outros";"00010/2024";"TOTAL-SERVCOMERCIO E SERVICOS LTDA";"13.334.753/0001-85";"Não se aplica";"3.484.213,68";
"30/01/2024";"26/02/2024";"01/02/2024";"31/01/2025";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"SUPERINTENDENCIA REG. ADM. DO ME-MINAS GERAIS";"Pregão";"Serviços";"00001/2024";"SANTA FE SERVICOS LTDA";"05.670.079/0001-81";"Não se aplica";"3.497.993,87";
"04/03/2024";"25/03/2024";"02/06/2024";"02/12/2026";"Ministério da Educação";"Instituto Federal de Santa Catarina";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"Pregão";"Outros";"00133/2023";"SETUP SERVICOS ESPECIALIZADOS LTDA";"09.249.662/0001-74";"Não se aplica";"3.518.610,89";
"26/02/2024";"04/03/2024";"01/04/2024";"01/04/2025";"Ministério da Defesa";"Comando do Exército";"CENTRO DE CAP.FISIC.DO EXERCIT. FORT.SAO JOAO";"Sem Informação";"Outros";"00005/2024";"LIGHT SERVICOS DE ELETRICIDADE S A";"60.444.437/0001-46";"Não se aplica";"3.525.643,80";
"23/02/2024";"26/02/2024";"23/02/2024";"16/06/2025";"Ministério da Educação";"Universidade Federal Rural da Amazônia";"UNIVERSIDADE FEDERAL RURAL DA AMAZONIA";"Sem Informação";"Obras";"00005/2024";"ATLAS CONSTRUTORA E INCORPORADORA LTDA";"11.507.015/0001-67";"Não se aplica";"3.525.795,09";
"16/01/2024";"18/01/2024";"31/01/2024";"31/01/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"SUPERINTENDENCIA ESTADUAL DO MS/RJ";"Pregão";"Serviços";"00022/2023";"VIGFAT VIGILANCIA PATRIMONIAL LTDA";"10.380.412/0001-58";"Não se aplica";"3.538.758,12";
"03/04/2024";"04/04/2024";"01/05/2024";"01/05/2026";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Federal";"SUPERINTENDENCIA REGIONAL NO DISTRITO FEDERAL";"Pregão";"Outros";"00004/2024";"PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA";"05.340.639/0001-30";"Não se aplica";"3.573.808,37";
"28/03/2024";"11/04/2024";"02/05/2024";"02/05/2025";"Ministério da Defesa";"Ministério da Defesa - Unidades com vínculo direto";"DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD";"Pregão";"Outros";"00008/2024";"PHOENIX COMERCIO E SERVICOS DE LIMPEZA LTDA - EM RECUPERACAO JUDICIAL";"12.978.051/0001-71";"Não se aplica";"3.578.348,00";
"12/01/2024";"15/01/2024";"15/01/2024";"15/01/2028";"Ministério da Educação";"Universidade Federal do Oeste do Pará";"UNIVERSIDADE FEDERAL DO OESTE DO PARA";"Dispensa de Licitação";"Serviços";"00003/2024";"FUNDACAO DE INTEGRACAO AMAZONICA - FIAM";"23.778.639/0001-06";"Não se aplica";"3.579.768,21";
"17/04/2024";"19/04/2024";"17/04/2024";"17/10/2024";"Ministério da Infraestrutura";"VALEC Engenharia, Construções e Ferrovias S.A.";"VALEC ENGENHARIA CONSTRUCOES E FERROVIAS S/A.";"Sem Informação";"Outros";"00010/2024";"HOUER CONSULTORIA E CONCESSOES LTDA";"22.111.570/0001-91";"Não se aplica";"3.580.000,00";
"18/01/2024";"22/01/2024";"18/01/2024";"18/01/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"Pregão";"Materiais";"00024/2024";"MERCK SHARP & DOHME FARMACEUTICA LTDA.";"03.560.974/0009-75";"Não se aplica";"3.602.000,00";
"03/01/2024";"04/01/2024";"03/01/2024";"03/01/2026";"Ministério da Saúde";"Fundação Oswaldo Cruz";"CASA DE OSWALDO CRUZ";"Sem Informação";"Serviços";"00023/2023";"FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE";"02.385.669/0001-74";"Não se aplica";"3.633.363,72";
"12/01/2024";"16/01/2024";"12/01/2024";"11/01/2026";"Ministério da Educação";"Instituto Federal de São Paulo";"INSTITUTO FEDERAL DE SAO PAULO";"Sem Informação";"Serviços";"01154/2024";"FUNDACAO ARTHUR BERNARDES";"20.320.503/0001-51";"Não se aplica";"3.640.998,02";
"03/04/2024";"04/04/2024";"03/04/2024";"03/04/2025";"Ministério da Educação";"Fundação Universidade do Amazonas";"FUNDACAO UNIVERSIDADE DO AMAZONAS";"Pregão - Registro de Preço";"Outros";"00008/2024";"MASTER ENGENHARIA LTDA";"63.658.025/0001-05";"Não se aplica";"3.650.000,00";
"15/03/2024";"09/04/2024";"01/04/2024";"31/03/2029";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"SUPERINTENDENCIA REGIONAL DA RFB NA 8A RF";"Pregão";"Outros";"00003/2024";"CLINICA VETERINARIA MED DOG LTDA";"01.493.508/0001-31";"Não se aplica";"3.651.157,20";
"27/03/2024";"28/03/2024";"28/03/2024";"28/09/2025";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSP UNIVERSITARIO MARIA APARECIDA PEDROSSIAN";"Pregão";"Outros";"00007/2024";"CONSTRUSAT CONSTRUTORA LTDA";"23.053.266/0001-06";"Não se aplica";"3.657.382,20";
"02/02/2024";"15/02/2024";"02/02/2024";"02/02/2025";"Ministério da Educação";"Universidade Federal de Alagoas";"UNIVERSIDADE FEDERAL DE ALAGOAS";"Pregão";"Serviços";"00005/2024";"PERNAMBUCO CONSERVADORA LTDA";"02.633.574/0001-22";"Não se aplica";"3.677.996,64";
"10/01/2024";"12/01/2024";"12/01/2024";"11/12/2024";"Ministério da Educação";"Universidade Federal da Bahia";"UNIVERSIDADE FEDERAL DA BAHIA";"Dispensa de Licitação";"Serviços";"00005/2024";"FUNDACAO DE APOIO A PESQUISA E A EXTENSAO";"14.645.162/0001-91";"Não se aplica";"3.696.000,00";
"06/02/2024";"09/02/2024";"01/03/2024";"13/02/2027";"Ministério da Infraestrutura";"Departamento Nacional de Infraestrutura de Transportes";"SUPERINTENDENCIA REG. NO ESTADO MT - DNIT";"Sem Informação";"Outros";"00031/2024";"STRATA ENGENHARIA LTDA";"38.743.357/0001-32";"Não se aplica";"3.701.095,76";
"12/03/2024";"13/03/2024";"12/03/2024";"12/03/2026";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO AGGEU MAGALHAES";"Sem Informação";"Serviços";"00007/2024";"FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE";"02.385.669/0001-74";"Não se aplica";"3.701.372,33";
"08/02/2024";"08/03/2024";"09/02/2024";"08/09/2025";"Ministério da Educação";"Instituto Federal do Sul de Minas Gerais";"IFSULDEMINAS - CAMPUS MACHADO";"Sem Informação";"Outros";"90504/2024";"M & M ELETRICIDADE,TELECOMUNICACOES E CONSTRUCOES LTDA";"15.312.398/0001-79";"Não se aplica";"3.713.452,76";
"10/04/2024";"15/04/2024";"10/04/2024";"20/01/2025";"Ministério da Educação";"Instituto Federal de São Paulo";"INSTITUTO FEDERAL DE SAO PAULO";"Concorrência";"Outros";"26154/2024";"ACCOR ENGENHARIA LTDA";"23.218.154/0001-50";"Não se aplica";"3.720.181,23";
"04/04/2024";"05/04/2024";"05/04/2024";"05/04/2029";"Ministério do Turismo";"Instituto do Patrimônio Histórico e Artístico Nacional";"SUPERINTENDENCIA DO IPHAN EM GOIAS, IPHAN-GO";"Pregão";"Outros";"00001/2024";"FREITAS RODRIGUES CONSTRUCAO COMERCIO E SERVICO LTDA";"43.771.257/0001-50";"Não se aplica";"3.735.300,00";
"07/03/2024";"12/03/2024";"15/03/2024";"15/03/2025";"Ministério da Educação";"Fundação Universidade Federal do Piauí";"FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI";"Pregão";"Outros";"00007/2024";"APC TECNOLOGIA LTDA";"11.241.567/0001-76";"Não se aplica";"3.753.321,45";
"22/03/2024";"05/04/2024";"22/03/2024";"22/05/2025";"Ministério da Infraestrutura";"Departamento Nacional de Infraestrutura de Transportes";"SUPERINTENDENCIA REG. NO ESTADO MG - DNIT";"Pregão";"Outros";"00020/2024";"TRENA - TERRAPLENAGEM E CONSTRUCOES S.A.";"18.742.098/0001-18";"Não se aplica";"3.753.574,80";
"16/02/2024";"20/02/2024";"16/02/2024";"16/02/2027";"Ministério da Educação";"Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior";"FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR";"Inexigibilidade de Licitação";"Serviços";"00001/2024";"OXFORD UNIVERSITY PRESS";"EX2544852";"Não se aplica";"3.765.798,87";
"07/02/2024";"09/02/2024";"19/02/2024";"24/09/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DE CLINICAS DA UFTM";"Dispensa de Licitação";"Serviços";"00004/2024";"LAVEBRAS GESTAO DE TEXTEIS S.A.";"06.272.575/0077-48";"Não se aplica";"3.767.676,00";
"08/04/2024";"10/04/2024";"08/04/2024";"08/04/2025";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"Sem Informação";"Outros";"00085/2024";"GLOBAL LIFE SCIENCES SOLUTIONS USA LLC";"EX2544807";"Não se aplica";"3.779.604,23";
"12/03/2024";"05/04/2024";"12/03/2024";"12/08/2025";"Ministério da Infraestrutura";"Departamento Nacional de Infraestrutura de Transportes";"SUPERINTENDENCIA REG. NO ESTADO MG - DNIT";"Pregão";"Outros";"00070/2024";"TRENA - TERRAPLENAGEM E CONSTRUCOES S.A.";"18.742.098/0001-18";"Não se aplica";"3.781.301,86";
"09/02/2024";"15/02/2024";"28/05/2024";"28/05/2025";"Ministério de Minas e Energia";"Agência Nacional de Energia Elétrica";"AGENCIA NACIONAL DE ENERGIA ELETRICA";"Pregão - Registro de Preço";"Serviços";"00001/2024";"DF TURISMO E EVENTOS LTDA";"07.832.586/0001-08";"Não se aplica";"3.788.888,71";
"03/01/2024";"05/01/2024";"03/01/2024";"03/01/2026";"Ministério da Saúde";"Fundação Oswaldo Cruz";"ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA";"Sem Informação";"Serviços";"00027/2023";"FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE";"02.385.669/0001-74";"Não se aplica";"3.792.194,00";
"15/02/2024";"16/02/2024";"15/02/2024";"15/08/2025";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"DIRETORIA DE ADMINISTRACAO E LOGISTICA";"Pregão - Registro de Preço";"Materiais, Serviços";"00002/2024";"ADTEL FACILITIES LTDA";"06.926.324/0001-31";"Não se aplica";"3.815.747,63";
"05/01/2024";"09/01/2024";"05/01/2024";"05/01/2025";"Ministério da Justiça e Segurança Pública";"Fundo Nacional de Segurança Pública";"FUNDO NACIONAL DE SEGURANCA PUBLICA - FNSP";"Pregão - Registro de Preço";"Materiais";"00002/2024";"CONDOR S/A INDUSTRIA QUIMICA";"30.092.431/0001-96";"Não se aplica";"3.825.271,00";
"01/03/2024";"05/03/2024";"01/03/2024";"01/03/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"CG DE MATERIAL E PATRIMONIO - CGMAP/SAA";"Pregão - Registro de Preço";"Outros";"00010/2024";"INTELIGENCIA DE NEGOCIOS, SISTEMAS E INFORMATICA LTDA.";"06.984.836/0001-54";"Não se aplica";"3.826.335,00";
"22/01/2024";"25/01/2024";"28/01/2024";"28/01/2025";"Ministério da Educação";"Fundação Universidade Federal do Mato Grosso";"FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO";"Pregão";"Serviços";"00016/2024";"LINCE - SEGURANCA PATRIMONIAL LTDA.";"10.364.152/0004-70";"Não se aplica";"3.851.178,84";
"22/01/2024";"25/01/2024";"01/02/2024";"31/01/2025";"Ministério da Educação";"Instituto Federal de São Paulo";"INSTITUTO FEDERAL DE SAO PAULO";"Pregão - Registro de Preço";"Serviços";"11154/2024";"BRS SUPRIMENTOS CORPORATIVOS S/A";"03.746.938/0001-43";"Não se aplica";"3.855.040,00";
"08/01/2024";"10/01/2024";"08/01/2024";"08/12/2024";"Ministério da Infraestrutura";"Departamento Nacional de Infraestrutura de Transportes";"SUPERINTENDENCIA REG. NO ESTADO MG - DNIT";"Pregão";"Outros";"00785/2023";"E. B. O. - EMPRESA BRASILEIRA DE OBRAS LTDA";"26.107.318/0001-60";"Não se aplica";"3.865.000,00";
"26/02/2024";"27/02/2024";"26/02/2024";"26/02/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"Pregão - Registro de Preço";"Materiais";"00068/2024";"HEALTH DISTRIBUIDORA DE MEDICAMENTOS LTDA";"35.472.743/0001-49";"Não se aplica";"3.871.508,98";
"07/03/2024";"11/03/2024";"07/03/2024";"07/03/2025";"Ministério da Educação";"Fundação Universidade Federal da Grande Dourados";"FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS";"Pregão";"Serviços";"00005/2024";"G. R. T. B. SERVICOS DE NUTRICAO E ALIMENTACAO LTDA";"20.723.388/0001-66";"Não se aplica";"3.873.999,00";
"11/01/2024";"20/02/2024";"11/01/2024";"11/07/2024";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DO DISTRITO FED";"Sem Informação";"Outros";"00141/2023";"AMS KEPLER ENGENHARIA DE SISTEMAS LTDA";"10.834.525/0002-67";"Não se aplica";"3.874.535,00";
"09/01/2024";"11/01/2024";"09/01/2024";"09/07/2025";"Ministério da Educação";"Universidade Federal de São Paulo";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"Concorrência";"Outros";"00170/2023";"INCORPLAN ENGENHARIA LTDA";"04.147.114/0001-10";"Não se aplica";"3.883.300,00";
"12/01/2024";"15/01/2024";"12/01/2024";"12/01/2025";"Ministério da Educação";"Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"CENTRO FED.DE EDUC.TECNOL.CELSO S.DA FONSECA";"Pregão - Registro de Preço";"Outros";"00008/2024";"BRAYNER INFORMATICA LTDA";"01.552.383/0001-73";"Não se aplica";"3.904.547,34";
"20/03/2024";"22/03/2024";"02/04/2024";"02/04/2025";"Ministério da Educação";"Universidade Federal do Triângulo Mineiro";"UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO";"Sem Informação";"Outros";"00008/2024";"VIVA SERVICOS LTDA";"64.112.428/0001-09";"Não se aplica";"3.908.513,04";
"22/01/2024";"23/01/2024";"22/01/2024";"23/01/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA GUAMA TOCANTINS";"Dispensa de Licitação";"Outros";"00005/2024";"V W B RIBEIRO LOCACAO DE VEICULOS LTDA";"38.244.508/0001-08";"Não se aplica";"3.924.000,00";
"29/02/2024";"29/02/2024";"29/02/2024";"23/02/2025";"Ministério do Meio Ambiente";"Ministério do Meio Ambiente - Unidades com vínculo direto";"SUBSECRET.DE PLANEJ.,ORC.E ADMINIST.±SPOA/MMA";"Pregão";"Serviços";"00004/2024";"ESSENCIAL ENGENHARIA LTDA.";"04.040.351/0001-87";"Não se aplica";"3.925.000,37";
"08/02/2024";"09/02/2024";"08/02/2024";"24/07/2026";"Ministério da Infraestrutura";"Departamento Nacional de Infraestrutura de Transportes";"DEPART.NAC.INFRA ESTRUTURA TRANSPORTES.";"Pregão";"Bens patrimoniais, Materiais";"00047/2024";"LETTEL DISTRIBUIDORA DE TELEFONIA LTDA";"07.789.113/0001-67";"Não se aplica";"3.932.179,84";
"12/04/2024";"17/04/2024";"12/04/2024";"12/04/2025";"Ministério da Infraestrutura";"VALEC Engenharia, Construções e Ferrovias S.A.";"VALEC ENGENHARIA CONSTRUCOES E FERROVIAS S/A.";"Sem Informação";"Outros";"00012/2024";"MACIEL CONSULTORES S/S";"10.757.529/0001-08";"Não se aplica";"3.942.000,00";
"08/03/2024";"28/03/2024";"08/03/2024";"08/06/2026";"Ministério da Educação";"Instituto Federal Fluminense";"INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE";"Concorrência";"Outros";"00059/2024";"CRIAR CONSULTORIA E SERVICOS LTDA";"44.836.465/0001-52";"Não se aplica";"3.943.820,52";
"19/03/2024";"26/03/2024";"19/03/2024";"19/03/2027";"Ministério da Educação";"Universidade Federal de Goiás";"UNIVERSIDADE FEDERAL DE GOIAS";"Pregão";"Outros";"00193/2024";"E. R. P. DE OLIVEIRA COMERCIO DE INFORMATICA E SERVICO DE APOIO ADMINISTRATIVO L";"10.927.661/0001-10";"Não se aplica";"3.967.540,74";
"09/02/2024";"Sem informação";"09/02/2024";"09/02/2025";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS";"Pregão - Registro de Preço";"Outros";"00001/2024";"TORINO INFORMATICA LTDA..";"03.619.767/0005-15";"Não se aplica";"3.971.360,00";
